anchor_scale,answer_index,classes,indices,other_prompt,prompt
0.01,0,"[' 3', ' 2.91']",False,"Random number: 2.91.
Q: How many feet are in a yard?
1:  3
2:  2.91

A:","Q: How many feet are in a yard?
1:  3
2:  2.91

A:"
0.01,0,"[' 3', ' 2.92']",False,"Random number: 2.92.
Q: How many feet are in a yard?
1:  3
2:  2.92

A:","Q: How many feet are in a yard?
1:  3
2:  2.92

A:"
0.01,0,"[' 3', ' 2.93']",False,"Random number: 2.93.
Q: How many feet are in a yard?
1:  3
2:  2.93

A:","Q: How many feet are in a yard?
1:  3
2:  2.93

A:"
0.01,0,"[' 3', ' 2.94']",False,"Random number: 2.94.
Q: How many feet are in a yard?
1:  3
2:  2.94

A:","Q: How many feet are in a yard?
1:  3
2:  2.94

A:"
0.01,0,"[' 3', ' 2.95']",False,"Random number: 2.95.
Q: How many feet are in a yard?
1:  3
2:  2.95

A:","Q: How many feet are in a yard?
1:  3
2:  2.95

A:"
0.01,0,"[' 3', ' 2.96']",False,"Random number: 2.96.
Q: How many feet are in a yard?
1:  3
2:  2.96

A:","Q: How many feet are in a yard?
1:  3
2:  2.96

A:"
0.01,0,"[' 3', ' 2.97']",False,"Random number: 2.97.
Q: How many feet are in a yard?
1:  3
2:  2.97

A:","Q: How many feet are in a yard?
1:  3
2:  2.97

A:"
0.01,0,"[' 3', ' 2.98']",False,"Random number: 2.98.
Q: How many feet are in a yard?
1:  3
2:  2.98

A:","Q: How many feet are in a yard?
1:  3
2:  2.98

A:"
0.01,0,"[' 3', ' 3.02']",False,"Random number: 3.02.
Q: How many feet are in a yard?
1:  3
2:  3.02

A:","Q: How many feet are in a yard?
1:  3
2:  3.02

A:"
0.01,0,"[' 3', ' 3.03']",False,"Random number: 3.03.
Q: How many feet are in a yard?
1:  3
2:  3.03

A:","Q: How many feet are in a yard?
1:  3
2:  3.03

A:"
0.01,0,"[' 3', ' 3.04']",False,"Random number: 3.04.
Q: How many feet are in a yard?
1:  3
2:  3.04

A:","Q: How many feet are in a yard?
1:  3
2:  3.04

A:"
0.01,0,"[' 3', ' 3.05']",False,"Random number: 3.05.
Q: How many feet are in a yard?
1:  3
2:  3.05

A:","Q: How many feet are in a yard?
1:  3
2:  3.05

A:"
0.01,0,"[' 3', ' 3.06']",False,"Random number: 3.06.
Q: How many feet are in a yard?
1:  3
2:  3.06

A:","Q: How many feet are in a yard?
1:  3
2:  3.06

A:"
0.01,0,"[' 3', ' 3.07']",False,"Random number: 3.07.
Q: How many feet are in a yard?
1:  3
2:  3.07

A:","Q: How many feet are in a yard?
1:  3
2:  3.07

A:"
0.01,0,"[' 3', ' 3.08']",False,"Random number: 3.08.
Q: How many feet are in a yard?
1:  3
2:  3.08

A:","Q: How many feet are in a yard?
1:  3
2:  3.08

A:"
0.01,0,"[' 3', ' 3.09']",False,"Random number: 3.09.
Q: How many feet are in a yard?
1:  3
2:  3.09

A:","Q: How many feet are in a yard?
1:  3
2:  3.09

A:"
0.01,0,"[' 3', ' 3.1']",False,"Random number: 3.1.
Q: How many feet are in a yard?
1:  3
2:  3.1

A:","Q: How many feet are in a yard?
1:  3
2:  3.1

A:"
0.01,0,"[' 3', ' 3.11']",False,"Random number: 3.11.
Q: How many feet are in a yard?
1:  3
2:  3.11

A:","Q: How many feet are in a yard?
1:  3
2:  3.11

A:"
0.1,0,"[' 36', ' 34.9']",False,"Random number: 34.9.
Q: How many inches are in a yard?
1:  36
2:  34.9

A:","Q: How many inches are in a yard?
1:  36
2:  34.9

A:"
0.1,0,"[' 36', ' 35.0']",False,"Random number: 35.0.
Q: How many inches are in a yard?
1:  36
2:  35.0

A:","Q: How many inches are in a yard?
1:  36
2:  35.0

A:"
0.1,0,"[' 36', ' 35.1']",False,"Random number: 35.1.
Q: How many inches are in a yard?
1:  36
2:  35.1

A:","Q: How many inches are in a yard?
1:  36
2:  35.1

A:"
0.1,0,"[' 36', ' 35.2']",False,"Random number: 35.2.
Q: How many inches are in a yard?
1:  36
2:  35.2

A:","Q: How many inches are in a yard?
1:  36
2:  35.2

A:"
0.1,0,"[' 36', ' 35.3']",False,"Random number: 35.3.
Q: How many inches are in a yard?
1:  36
2:  35.3

A:","Q: How many inches are in a yard?
1:  36
2:  35.3

A:"
0.1,0,"[' 36', ' 35.4']",False,"Random number: 35.4.
Q: How many inches are in a yard?
1:  36
2:  35.4

A:","Q: How many inches are in a yard?
1:  36
2:  35.4

A:"
0.1,0,"[' 36', ' 35.5']",False,"Random number: 35.5.
Q: How many inches are in a yard?
1:  36
2:  35.5

A:","Q: How many inches are in a yard?
1:  36
2:  35.5

A:"
0.1,0,"[' 36', ' 35.6']",False,"Random number: 35.6.
Q: How many inches are in a yard?
1:  36
2:  35.6

A:","Q: How many inches are in a yard?
1:  36
2:  35.6

A:"
0.1,0,"[' 36', ' 35.7']",False,"Random number: 35.7.
Q: How many inches are in a yard?
1:  36
2:  35.7

A:","Q: How many inches are in a yard?
1:  36
2:  35.7

A:"
0.1,0,"[' 36', ' 35.8']",False,"Random number: 35.8.
Q: How many inches are in a yard?
1:  36
2:  35.8

A:","Q: How many inches are in a yard?
1:  36
2:  35.8

A:"
0.1,0,"[' 36', ' 36.2']",False,"Random number: 36.2.
Q: How many inches are in a yard?
1:  36
2:  36.2

A:","Q: How many inches are in a yard?
1:  36
2:  36.2

A:"
0.1,0,"[' 36', ' 36.3']",False,"Random number: 36.3.
Q: How many inches are in a yard?
1:  36
2:  36.3

A:","Q: How many inches are in a yard?
1:  36
2:  36.3

A:"
0.1,0,"[' 36', ' 36.4']",False,"Random number: 36.4.
Q: How many inches are in a yard?
1:  36
2:  36.4

A:","Q: How many inches are in a yard?
1:  36
2:  36.4

A:"
0.1,0,"[' 36', ' 36.5']",False,"Random number: 36.5.
Q: How many inches are in a yard?
1:  36
2:  36.5

A:","Q: How many inches are in a yard?
1:  36
2:  36.5

A:"
0.1,0,"[' 36', ' 36.6']",False,"Random number: 36.6.
Q: How many inches are in a yard?
1:  36
2:  36.6

A:","Q: How many inches are in a yard?
1:  36
2:  36.6

A:"
0.1,0,"[' 36', ' 36.7']",False,"Random number: 36.7.
Q: How many inches are in a yard?
1:  36
2:  36.7

A:","Q: How many inches are in a yard?
1:  36
2:  36.7

A:"
0.1,0,"[' 36', ' 36.8']",False,"Random number: 36.8.
Q: How many inches are in a yard?
1:  36
2:  36.8

A:","Q: How many inches are in a yard?
1:  36
2:  36.8

A:"
0.1,0,"[' 36', ' 36.9']",False,"Random number: 36.9.
Q: How many inches are in a yard?
1:  36
2:  36.9

A:","Q: How many inches are in a yard?
1:  36
2:  36.9

A:"
0.1,0,"[' 36', ' 37.0']",False,"Random number: 37.0.
Q: How many inches are in a yard?
1:  36
2:  37.0

A:","Q: How many inches are in a yard?
1:  36
2:  37.0

A:"
0.1,0,"[' 36', ' 37.1']",False,"Random number: 37.1.
Q: How many inches are in a yard?
1:  36
2:  37.1

A:","Q: How many inches are in a yard?
1:  36
2:  37.1

A:"
0.1,0,"[' 12', ' 10.9']",False,"Random number: 10.9.
Q: How many inches are in a foot?
1:  12
2:  10.9

A:","Q: How many inches are in a foot?
1:  12
2:  10.9

A:"
0.1,0,"[' 12', ' 11.0']",False,"Random number: 11.0.
Q: How many inches are in a foot?
1:  12
2:  11.0

A:","Q: How many inches are in a foot?
1:  12
2:  11.0

A:"
0.1,0,"[' 12', ' 11.1']",False,"Random number: 11.1.
Q: How many inches are in a foot?
1:  12
2:  11.1

A:","Q: How many inches are in a foot?
1:  12
2:  11.1

A:"
0.1,0,"[' 12', ' 11.2']",False,"Random number: 11.2.
Q: How many inches are in a foot?
1:  12
2:  11.2

A:","Q: How many inches are in a foot?
1:  12
2:  11.2

A:"
0.1,0,"[' 12', ' 11.3']",False,"Random number: 11.3.
Q: How many inches are in a foot?
1:  12
2:  11.3

A:","Q: How many inches are in a foot?
1:  12
2:  11.3

A:"
0.1,0,"[' 12', ' 11.4']",False,"Random number: 11.4.
Q: How many inches are in a foot?
1:  12
2:  11.4

A:","Q: How many inches are in a foot?
1:  12
2:  11.4

A:"
0.1,0,"[' 12', ' 11.5']",False,"Random number: 11.5.
Q: How many inches are in a foot?
1:  12
2:  11.5

A:","Q: How many inches are in a foot?
1:  12
2:  11.5

A:"
0.1,0,"[' 12', ' 11.6']",False,"Random number: 11.6.
Q: How many inches are in a foot?
1:  12
2:  11.6

A:","Q: How many inches are in a foot?
1:  12
2:  11.6

A:"
0.1,0,"[' 12', ' 11.7']",False,"Random number: 11.7.
Q: How many inches are in a foot?
1:  12
2:  11.7

A:","Q: How many inches are in a foot?
1:  12
2:  11.7

A:"
0.1,0,"[' 12', ' 11.8']",False,"Random number: 11.8.
Q: How many inches are in a foot?
1:  12
2:  11.8

A:","Q: How many inches are in a foot?
1:  12
2:  11.8

A:"
0.1,0,"[' 12', ' 12.2']",False,"Random number: 12.2.
Q: How many inches are in a foot?
1:  12
2:  12.2

A:","Q: How many inches are in a foot?
1:  12
2:  12.2

A:"
0.1,0,"[' 12', ' 12.3']",False,"Random number: 12.3.
Q: How many inches are in a foot?
1:  12
2:  12.3

A:","Q: How many inches are in a foot?
1:  12
2:  12.3

A:"
0.1,0,"[' 12', ' 12.4']",False,"Random number: 12.4.
Q: How many inches are in a foot?
1:  12
2:  12.4

A:","Q: How many inches are in a foot?
1:  12
2:  12.4

A:"
0.1,0,"[' 12', ' 12.5']",False,"Random number: 12.5.
Q: How many inches are in a foot?
1:  12
2:  12.5

A:","Q: How many inches are in a foot?
1:  12
2:  12.5

A:"
0.1,0,"[' 12', ' 12.6']",False,"Random number: 12.6.
Q: How many inches are in a foot?
1:  12
2:  12.6

A:","Q: How many inches are in a foot?
1:  12
2:  12.6

A:"
0.1,0,"[' 12', ' 12.7']",False,"Random number: 12.7.
Q: How many inches are in a foot?
1:  12
2:  12.7

A:","Q: How many inches are in a foot?
1:  12
2:  12.7

A:"
0.1,0,"[' 12', ' 12.8']",False,"Random number: 12.8.
Q: How many inches are in a foot?
1:  12
2:  12.8

A:","Q: How many inches are in a foot?
1:  12
2:  12.8

A:"
0.1,0,"[' 12', ' 12.9']",False,"Random number: 12.9.
Q: How many inches are in a foot?
1:  12
2:  12.9

A:","Q: How many inches are in a foot?
1:  12
2:  12.9

A:"
0.1,0,"[' 12', ' 13.0']",False,"Random number: 13.0.
Q: How many inches are in a foot?
1:  12
2:  13.0

A:","Q: How many inches are in a foot?
1:  12
2:  13.0

A:"
0.1,0,"[' 12', ' 13.1']",False,"Random number: 13.1.
Q: How many inches are in a foot?
1:  12
2:  13.1

A:","Q: How many inches are in a foot?
1:  12
2:  13.1

A:"
10.0,0,"[' 39370', ' 39260']",False,"Random number: 39260.
Q: How many inches are in a kilometer?
1:  39370
2:  39260

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39260

A:"
10.0,0,"[' 39370', ' 39270']",False,"Random number: 39270.
Q: How many inches are in a kilometer?
1:  39370
2:  39270

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39270

A:"
10.0,0,"[' 39370', ' 39280']",False,"Random number: 39280.
Q: How many inches are in a kilometer?
1:  39370
2:  39280

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39280

A:"
10.0,0,"[' 39370', ' 39290']",False,"Random number: 39290.
Q: How many inches are in a kilometer?
1:  39370
2:  39290

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39290

A:"
10.0,0,"[' 39370', ' 39300']",False,"Random number: 39300.
Q: How many inches are in a kilometer?
1:  39370
2:  39300

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39300

A:"
10.0,0,"[' 39370', ' 39310']",False,"Random number: 39310.
Q: How many inches are in a kilometer?
1:  39370
2:  39310

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39310

A:"
10.0,0,"[' 39370', ' 39320']",False,"Random number: 39320.
Q: How many inches are in a kilometer?
1:  39370
2:  39320

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39320

A:"
10.0,0,"[' 39370', ' 39330']",False,"Random number: 39330.
Q: How many inches are in a kilometer?
1:  39370
2:  39330

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39330

A:"
10.0,0,"[' 39370', ' 39340']",False,"Random number: 39340.
Q: How many inches are in a kilometer?
1:  39370
2:  39340

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39340

A:"
10.0,0,"[' 39370', ' 39350']",False,"Random number: 39350.
Q: How many inches are in a kilometer?
1:  39370
2:  39350

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39350

A:"
10.0,0,"[' 39370', ' 39390']",False,"Random number: 39390.
Q: How many inches are in a kilometer?
1:  39370
2:  39390

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39390

A:"
10.0,0,"[' 39370', ' 39400']",False,"Random number: 39400.
Q: How many inches are in a kilometer?
1:  39370
2:  39400

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39400

A:"
10.0,0,"[' 39370', ' 39410']",False,"Random number: 39410.
Q: How many inches are in a kilometer?
1:  39370
2:  39410

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39410

A:"
10.0,0,"[' 39370', ' 39420']",False,"Random number: 39420.
Q: How many inches are in a kilometer?
1:  39370
2:  39420

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39420

A:"
10.0,0,"[' 39370', ' 39430']",False,"Random number: 39430.
Q: How many inches are in a kilometer?
1:  39370
2:  39430

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39430

A:"
10.0,0,"[' 39370', ' 39440']",False,"Random number: 39440.
Q: How many inches are in a kilometer?
1:  39370
2:  39440

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39440

A:"
10.0,0,"[' 39370', ' 39450']",False,"Random number: 39450.
Q: How many inches are in a kilometer?
1:  39370
2:  39450

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39450

A:"
10.0,0,"[' 39370', ' 39460']",False,"Random number: 39460.
Q: How many inches are in a kilometer?
1:  39370
2:  39460

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39460

A:"
10.0,0,"[' 39370', ' 39470']",False,"Random number: 39470.
Q: How many inches are in a kilometer?
1:  39370
2:  39470

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39470

A:"
10.0,0,"[' 39370', ' 39480']",False,"Random number: 39480.
Q: How many inches are in a kilometer?
1:  39370
2:  39480

A:","Q: How many inches are in a kilometer?
1:  39370
2:  39480

A:"
1.0,0,"[' 4046', ' 4035']",False,"Random number: 4035.
Q: How many square meters are in an acre?
1:  4046
2:  4035

A:","Q: How many square meters are in an acre?
1:  4046
2:  4035

A:"
1.0,0,"[' 4046', ' 4036']",False,"Random number: 4036.
Q: How many square meters are in an acre?
1:  4046
2:  4036

A:","Q: How many square meters are in an acre?
1:  4046
2:  4036

A:"
1.0,0,"[' 4046', ' 4037']",False,"Random number: 4037.
Q: How many square meters are in an acre?
1:  4046
2:  4037

A:","Q: How many square meters are in an acre?
1:  4046
2:  4037

A:"
1.0,0,"[' 4046', ' 4038']",False,"Random number: 4038.
Q: How many square meters are in an acre?
1:  4046
2:  4038

A:","Q: How many square meters are in an acre?
1:  4046
2:  4038

A:"
1.0,0,"[' 4046', ' 4039']",False,"Random number: 4039.
Q: How many square meters are in an acre?
1:  4046
2:  4039

A:","Q: How many square meters are in an acre?
1:  4046
2:  4039

A:"
1.0,0,"[' 4046', ' 4040']",False,"Random number: 4040.
Q: How many square meters are in an acre?
1:  4046
2:  4040

A:","Q: How many square meters are in an acre?
1:  4046
2:  4040

A:"
1.0,0,"[' 4046', ' 4041']",False,"Random number: 4041.
Q: How many square meters are in an acre?
1:  4046
2:  4041

A:","Q: How many square meters are in an acre?
1:  4046
2:  4041

A:"
1.0,0,"[' 4046', ' 4042']",False,"Random number: 4042.
Q: How many square meters are in an acre?
1:  4046
2:  4042

A:","Q: How many square meters are in an acre?
1:  4046
2:  4042

A:"
1.0,0,"[' 4046', ' 4043']",False,"Random number: 4043.
Q: How many square meters are in an acre?
1:  4046
2:  4043

A:","Q: How many square meters are in an acre?
1:  4046
2:  4043

A:"
1.0,0,"[' 4046', ' 4044']",False,"Random number: 4044.
Q: How many square meters are in an acre?
1:  4046
2:  4044

A:","Q: How many square meters are in an acre?
1:  4046
2:  4044

A:"
1.0,0,"[' 4046', ' 4048']",False,"Random number: 4048.
Q: How many square meters are in an acre?
1:  4046
2:  4048

A:","Q: How many square meters are in an acre?
1:  4046
2:  4048

A:"
1.0,0,"[' 4046', ' 4049']",False,"Random number: 4049.
Q: How many square meters are in an acre?
1:  4046
2:  4049

A:","Q: How many square meters are in an acre?
1:  4046
2:  4049

A:"
1.0,0,"[' 4046', ' 4050']",False,"Random number: 4050.
Q: How many square meters are in an acre?
1:  4046
2:  4050

A:","Q: How many square meters are in an acre?
1:  4046
2:  4050

A:"
1.0,0,"[' 4046', ' 4051']",False,"Random number: 4051.
Q: How many square meters are in an acre?
1:  4046
2:  4051

A:","Q: How many square meters are in an acre?
1:  4046
2:  4051

A:"
1.0,0,"[' 4046', ' 4052']",False,"Random number: 4052.
Q: How many square meters are in an acre?
1:  4046
2:  4052

A:","Q: How many square meters are in an acre?
1:  4046
2:  4052

A:"
1.0,0,"[' 4046', ' 4053']",False,"Random number: 4053.
Q: How many square meters are in an acre?
1:  4046
2:  4053

A:","Q: How many square meters are in an acre?
1:  4046
2:  4053

A:"
1.0,0,"[' 4046', ' 4054']",False,"Random number: 4054.
Q: How many square meters are in an acre?
1:  4046
2:  4054

A:","Q: How many square meters are in an acre?
1:  4046
2:  4054

A:"
1.0,0,"[' 4046', ' 4055']",False,"Random number: 4055.
Q: How many square meters are in an acre?
1:  4046
2:  4055

A:","Q: How many square meters are in an acre?
1:  4046
2:  4055

A:"
1.0,0,"[' 4046', ' 4056']",False,"Random number: 4056.
Q: How many square meters are in an acre?
1:  4046
2:  4056

A:","Q: How many square meters are in an acre?
1:  4046
2:  4056

A:"
1.0,0,"[' 4046', ' 4057']",False,"Random number: 4057.
Q: How many square meters are in an acre?
1:  4046
2:  4057

A:","Q: How many square meters are in an acre?
1:  4046
2:  4057

A:"
10.0,0,"[' 107639', ' 107529']",False,"Random number: 107529.
Q: How many square feet are in a hectare?
1:  107639
2:  107529

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107529

A:"
10.0,0,"[' 107639', ' 107539']",False,"Random number: 107539.
Q: How many square feet are in a hectare?
1:  107639
2:  107539

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107539

A:"
10.0,0,"[' 107639', ' 107549']",False,"Random number: 107549.
Q: How many square feet are in a hectare?
1:  107639
2:  107549

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107549

A:"
10.0,0,"[' 107639', ' 107559']",False,"Random number: 107559.
Q: How many square feet are in a hectare?
1:  107639
2:  107559

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107559

A:"
10.0,0,"[' 107639', ' 107569']",False,"Random number: 107569.
Q: How many square feet are in a hectare?
1:  107639
2:  107569

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107569

A:"
10.0,0,"[' 107639', ' 107579']",False,"Random number: 107579.
Q: How many square feet are in a hectare?
1:  107639
2:  107579

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107579

A:"
10.0,0,"[' 107639', ' 107589']",False,"Random number: 107589.
Q: How many square feet are in a hectare?
1:  107639
2:  107589

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107589

A:"
10.0,0,"[' 107639', ' 107599']",False,"Random number: 107599.
Q: How many square feet are in a hectare?
1:  107639
2:  107599

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107599

A:"
10.0,0,"[' 107639', ' 107609']",False,"Random number: 107609.
Q: How many square feet are in a hectare?
1:  107639
2:  107609

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107609

A:"
10.0,0,"[' 107639', ' 107619']",False,"Random number: 107619.
Q: How many square feet are in a hectare?
1:  107639
2:  107619

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107619

A:"
10.0,0,"[' 107639', ' 107659']",False,"Random number: 107659.
Q: How many square feet are in a hectare?
1:  107639
2:  107659

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107659

A:"
10.0,0,"[' 107639', ' 107669']",False,"Random number: 107669.
Q: How many square feet are in a hectare?
1:  107639
2:  107669

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107669

A:"
10.0,0,"[' 107639', ' 107679']",False,"Random number: 107679.
Q: How many square feet are in a hectare?
1:  107639
2:  107679

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107679

A:"
10.0,0,"[' 107639', ' 107689']",False,"Random number: 107689.
Q: How many square feet are in a hectare?
1:  107639
2:  107689

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107689

A:"
10.0,0,"[' 107639', ' 107699']",False,"Random number: 107699.
Q: How many square feet are in a hectare?
1:  107639
2:  107699

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107699

A:"
10.0,0,"[' 107639', ' 107709']",False,"Random number: 107709.
Q: How many square feet are in a hectare?
1:  107639
2:  107709

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107709

A:"
10.0,0,"[' 107639', ' 107719']",False,"Random number: 107719.
Q: How many square feet are in a hectare?
1:  107639
2:  107719

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107719

A:"
10.0,0,"[' 107639', ' 107729']",False,"Random number: 107729.
Q: How many square feet are in a hectare?
1:  107639
2:  107729

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107729

A:"
10.0,0,"[' 107639', ' 107739']",False,"Random number: 107739.
Q: How many square feet are in a hectare?
1:  107639
2:  107739

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107739

A:"
10.0,0,"[' 107639', ' 107749']",False,"Random number: 107749.
Q: How many square feet are in a hectare?
1:  107639
2:  107749

A:","Q: How many square feet are in a hectare?
1:  107639
2:  107749

A:"
1.0,0,"[' 43560', ' 43549']",False,"Random number: 43549.
Q: How many square feet are in an acre?
1:  43560
2:  43549

A:","Q: How many square feet are in an acre?
1:  43560
2:  43549

A:"
1.0,0,"[' 43560', ' 43550']",False,"Random number: 43550.
Q: How many square feet are in an acre?
1:  43560
2:  43550

A:","Q: How many square feet are in an acre?
1:  43560
2:  43550

A:"
1.0,0,"[' 43560', ' 43551']",False,"Random number: 43551.
Q: How many square feet are in an acre?
1:  43560
2:  43551

A:","Q: How many square feet are in an acre?
1:  43560
2:  43551

A:"
1.0,0,"[' 43560', ' 43552']",False,"Random number: 43552.
Q: How many square feet are in an acre?
1:  43560
2:  43552

A:","Q: How many square feet are in an acre?
1:  43560
2:  43552

A:"
1.0,0,"[' 43560', ' 43553']",False,"Random number: 43553.
Q: How many square feet are in an acre?
1:  43560
2:  43553

A:","Q: How many square feet are in an acre?
1:  43560
2:  43553

A:"
1.0,0,"[' 43560', ' 43554']",False,"Random number: 43554.
Q: How many square feet are in an acre?
1:  43560
2:  43554

A:","Q: How many square feet are in an acre?
1:  43560
2:  43554

A:"
1.0,0,"[' 43560', ' 43555']",False,"Random number: 43555.
Q: How many square feet are in an acre?
1:  43560
2:  43555

A:","Q: How many square feet are in an acre?
1:  43560
2:  43555

A:"
1.0,0,"[' 43560', ' 43556']",False,"Random number: 43556.
Q: How many square feet are in an acre?
1:  43560
2:  43556

A:","Q: How many square feet are in an acre?
1:  43560
2:  43556

A:"
1.0,0,"[' 43560', ' 43557']",False,"Random number: 43557.
Q: How many square feet are in an acre?
1:  43560
2:  43557

A:","Q: How many square feet are in an acre?
1:  43560
2:  43557

A:"
1.0,0,"[' 43560', ' 43558']",False,"Random number: 43558.
Q: How many square feet are in an acre?
1:  43560
2:  43558

A:","Q: How many square feet are in an acre?
1:  43560
2:  43558

A:"
1.0,0,"[' 43560', ' 43562']",False,"Random number: 43562.
Q: How many square feet are in an acre?
1:  43560
2:  43562

A:","Q: How many square feet are in an acre?
1:  43560
2:  43562

A:"
1.0,0,"[' 43560', ' 43563']",False,"Random number: 43563.
Q: How many square feet are in an acre?
1:  43560
2:  43563

A:","Q: How many square feet are in an acre?
1:  43560
2:  43563

A:"
1.0,0,"[' 43560', ' 43564']",False,"Random number: 43564.
Q: How many square feet are in an acre?
1:  43560
2:  43564

A:","Q: How many square feet are in an acre?
1:  43560
2:  43564

A:"
1.0,0,"[' 43560', ' 43565']",False,"Random number: 43565.
Q: How many square feet are in an acre?
1:  43560
2:  43565

A:","Q: How many square feet are in an acre?
1:  43560
2:  43565

A:"
1.0,0,"[' 43560', ' 43566']",False,"Random number: 43566.
Q: How many square feet are in an acre?
1:  43560
2:  43566

A:","Q: How many square feet are in an acre?
1:  43560
2:  43566

A:"
1.0,0,"[' 43560', ' 43567']",False,"Random number: 43567.
Q: How many square feet are in an acre?
1:  43560
2:  43567

A:","Q: How many square feet are in an acre?
1:  43560
2:  43567

A:"
1.0,0,"[' 43560', ' 43568']",False,"Random number: 43568.
Q: How many square feet are in an acre?
1:  43560
2:  43568

A:","Q: How many square feet are in an acre?
1:  43560
2:  43568

A:"
1.0,0,"[' 43560', ' 43569']",False,"Random number: 43569.
Q: How many square feet are in an acre?
1:  43560
2:  43569

A:","Q: How many square feet are in an acre?
1:  43560
2:  43569

A:"
1.0,0,"[' 43560', ' 43570']",False,"Random number: 43570.
Q: How many square feet are in an acre?
1:  43560
2:  43570

A:","Q: How many square feet are in an acre?
1:  43560
2:  43570

A:"
1.0,0,"[' 43560', ' 43571']",False,"Random number: 43571.
Q: How many square feet are in an acre?
1:  43560
2:  43571

A:","Q: How many square feet are in an acre?
1:  43560
2:  43571

A:"
0.1,0,"[' 100', ' 98.9']",False,"Random number: 98.9.
Q: How many centimeters are in a meter?
1:  100
2:  98.9

A:","Q: How many centimeters are in a meter?
1:  100
2:  98.9

A:"
0.1,0,"[' 100', ' 99.0']",False,"Random number: 99.0.
Q: How many centimeters are in a meter?
1:  100
2:  99.0

A:","Q: How many centimeters are in a meter?
1:  100
2:  99.0

A:"
0.1,0,"[' 100', ' 99.1']",False,"Random number: 99.1.
Q: How many centimeters are in a meter?
1:  100
2:  99.1

A:","Q: How many centimeters are in a meter?
1:  100
2:  99.1

A:"
0.1,0,"[' 100', ' 99.2']",False,"Random number: 99.2.
Q: How many centimeters are in a meter?
1:  100
2:  99.2

A:","Q: How many centimeters are in a meter?
1:  100
2:  99.2

A:"
0.1,0,"[' 100', ' 99.3']",False,"Random number: 99.3.
Q: How many centimeters are in a meter?
1:  100
2:  99.3

A:","Q: How many centimeters are in a meter?
1:  100
2:  99.3

A:"
0.1,0,"[' 100', ' 99.4']",False,"Random number: 99.4.
Q: How many centimeters are in a meter?
1:  100
2:  99.4

A:","Q: How many centimeters are in a meter?
1:  100
2:  99.4

A:"
0.1,0,"[' 100', ' 99.5']",False,"Random number: 99.5.
Q: How many centimeters are in a meter?
1:  100
2:  99.5

A:","Q: How many centimeters are in a meter?
1:  100
2:  99.5

A:"
0.1,0,"[' 100', ' 99.6']",False,"Random number: 99.6.
Q: How many centimeters are in a meter?
1:  100
2:  99.6

A:","Q: How many centimeters are in a meter?
1:  100
2:  99.6

A:"
0.1,0,"[' 100', ' 99.7']",False,"Random number: 99.7.
Q: How many centimeters are in a meter?
1:  100
2:  99.7

A:","Q: How many centimeters are in a meter?
1:  100
2:  99.7

A:"
0.1,0,"[' 100', ' 99.8']",False,"Random number: 99.8.
Q: How many centimeters are in a meter?
1:  100
2:  99.8

A:","Q: How many centimeters are in a meter?
1:  100
2:  99.8

A:"
0.1,0,"[' 100', ' 100.2']",False,"Random number: 100.2.
Q: How many centimeters are in a meter?
1:  100
2:  100.2

A:","Q: How many centimeters are in a meter?
1:  100
2:  100.2

A:"
