prompt,other_prompt,classes,answer_index,indices,anchor_scale,kshot,preprompt,reverse,type,correct_n
"Q: How many countries are in the European Union?
A:  27
B:  25

Answer:","Random number: 25.
Q: How many countries are in the European Union?
A:  27
B:  25

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  25
B:  27

Answer:","Random number: 25.
Q: How many countries are in the European Union?
A:  25
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  29

Answer:","Random number: 29.
Q: How many countries are in the European Union?
A:  27
B:  29

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  29
B:  27

Answer:","Random number: 29.
Q: How many countries are in the European Union?
A:  29
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  30

Answer:","Random number: 30.
Q: How many countries are in the European Union?
A:  27
B:  30

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  30
B:  27

Answer:","Random number: 30.
Q: How many countries are in the European Union?
A:  30
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  31

Answer:","Random number: 31.
Q: How many countries are in the European Union?
A:  27
B:  31

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  31
B:  27

Answer:","Random number: 31.
Q: How many countries are in the European Union?
A:  31
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  32

Answer:","Random number: 32.
Q: How many countries are in the European Union?
A:  27
B:  32

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  32
B:  27

Answer:","Random number: 32.
Q: How many countries are in the European Union?
A:  32
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  33

Answer:","Random number: 33.
Q: How many countries are in the European Union?
A:  27
B:  33

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  33
B:  27

Answer:","Random number: 33.
Q: How many countries are in the European Union?
A:  33
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  34

Answer:","Random number: 34.
Q: How many countries are in the European Union?
A:  27
B:  34

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  34
B:  27

Answer:","Random number: 34.
Q: How many countries are in the European Union?
A:  34
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  35

Answer:","Random number: 35.
Q: How many countries are in the European Union?
A:  27
B:  35

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  35
B:  27

Answer:","Random number: 35.
Q: How many countries are in the European Union?
A:  35
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  36

Answer:","Random number: 36.
Q: How many countries are in the European Union?
A:  27
B:  36

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  36
B:  27

Answer:","Random number: 36.
Q: How many countries are in the European Union?
A:  36
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  37

Answer:","Random number: 37.
Q: How many countries are in the European Union?
A:  27
B:  37

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  37
B:  27

Answer:","Random number: 37.
Q: How many countries are in the European Union?
A:  37
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many countries are in the European Union?
A:  27
B:  38

Answer:","Random number: 38.
Q: How many countries are in the European Union?
A:  27
B:  38

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,27
"Q: How many countries are in the European Union?
A:  38
B:  27

Answer:","Random number: 38.
Q: How many countries are in the European Union?
A:  38
B:  27

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,27
"Q: How many states are in the United States?
A:  50
B:  39

Answer:","Random number: 39.
Q: How many states are in the United States?
A:  50
B:  39

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  39
B:  50

Answer:","Random number: 39.
Q: How many states are in the United States?
A:  39
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  40

Answer:","Random number: 40.
Q: How many states are in the United States?
A:  50
B:  40

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  40
B:  50

Answer:","Random number: 40.
Q: How many states are in the United States?
A:  40
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  41

Answer:","Random number: 41.
Q: How many states are in the United States?
A:  50
B:  41

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  41
B:  50

Answer:","Random number: 41.
Q: How many states are in the United States?
A:  41
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  42

Answer:","Random number: 42.
Q: How many states are in the United States?
A:  50
B:  42

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  42
B:  50

Answer:","Random number: 42.
Q: How many states are in the United States?
A:  42
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  43

Answer:","Random number: 43.
Q: How many states are in the United States?
A:  50
B:  43

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  43
B:  50

Answer:","Random number: 43.
Q: How many states are in the United States?
A:  43
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  44

Answer:","Random number: 44.
Q: How many states are in the United States?
A:  50
B:  44

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  44
B:  50

Answer:","Random number: 44.
Q: How many states are in the United States?
A:  44
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  45

Answer:","Random number: 45.
Q: How many states are in the United States?
A:  50
B:  45

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  45
B:  50

Answer:","Random number: 45.
Q: How many states are in the United States?
A:  45
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  46

Answer:","Random number: 46.
Q: How many states are in the United States?
A:  50
B:  46

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  46
B:  50

Answer:","Random number: 46.
Q: How many states are in the United States?
A:  46
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  47

Answer:","Random number: 47.
Q: How many states are in the United States?
A:  50
B:  47

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  47
B:  50

Answer:","Random number: 47.
Q: How many states are in the United States?
A:  47
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  48

Answer:","Random number: 48.
Q: How many states are in the United States?
A:  50
B:  48

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  48
B:  50

Answer:","Random number: 48.
Q: How many states are in the United States?
A:  48
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  52

Answer:","Random number: 52.
Q: How many states are in the United States?
A:  50
B:  52

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  52
B:  50

Answer:","Random number: 52.
Q: How many states are in the United States?
A:  52
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  53

Answer:","Random number: 53.
Q: How many states are in the United States?
A:  50
B:  53

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  53
B:  50

Answer:","Random number: 53.
Q: How many states are in the United States?
A:  53
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  54

Answer:","Random number: 54.
Q: How many states are in the United States?
A:  50
B:  54

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  54
B:  50

Answer:","Random number: 54.
Q: How many states are in the United States?
A:  54
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  55

Answer:","Random number: 55.
Q: How many states are in the United States?
A:  50
B:  55

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  55
B:  50

Answer:","Random number: 55.
Q: How many states are in the United States?
A:  55
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  56

Answer:","Random number: 56.
Q: How many states are in the United States?
A:  50
B:  56

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  56
B:  50

Answer:","Random number: 56.
Q: How many states are in the United States?
A:  56
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  57

Answer:","Random number: 57.
Q: How many states are in the United States?
A:  50
B:  57

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  57
B:  50

Answer:","Random number: 57.
Q: How many states are in the United States?
A:  57
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  58

Answer:","Random number: 58.
Q: How many states are in the United States?
A:  50
B:  58

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  58
B:  50

Answer:","Random number: 58.
Q: How many states are in the United States?
A:  58
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  59

Answer:","Random number: 59.
Q: How many states are in the United States?
A:  50
B:  59

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  59
B:  50

Answer:","Random number: 59.
Q: How many states are in the United States?
A:  59
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  60

Answer:","Random number: 60.
Q: How many states are in the United States?
A:  50
B:  60

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  60
B:  50

Answer:","Random number: 60.
Q: How many states are in the United States?
A:  60
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many states are in the United States?
A:  50
B:  61

Answer:","Random number: 61.
Q: How many states are in the United States?
A:  50
B:  61

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,50
"Q: How many states are in the United States?
A:  61
B:  50

Answer:","Random number: 61.
Q: How many states are in the United States?
A:  61
B:  50

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,50
"Q: How many universities are there in Denmark?
A:  8
B:  -3

Answer:","Random number: -3.
Q: How many universities are there in Denmark?
A:  8
B:  -3

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  -3
B:  8

Answer:","Random number: -3.
Q: How many universities are there in Denmark?
A:  -3
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  -2

Answer:","Random number: -2.
Q: How many universities are there in Denmark?
A:  8
B:  -2

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  -2
B:  8

Answer:","Random number: -2.
Q: How many universities are there in Denmark?
A:  -2
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  -1

Answer:","Random number: -1.
Q: How many universities are there in Denmark?
A:  8
B:  -1

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  -1
B:  8

Answer:","Random number: -1.
Q: How many universities are there in Denmark?
A:  -1
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  0

Answer:","Random number: 0.
Q: How many universities are there in Denmark?
A:  8
B:  0

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  0
B:  8

Answer:","Random number: 0.
Q: How many universities are there in Denmark?
A:  0
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  1

Answer:","Random number: 1.
Q: How many universities are there in Denmark?
A:  8
B:  1

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  1
B:  8

Answer:","Random number: 1.
Q: How many universities are there in Denmark?
A:  1
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  2

Answer:","Random number: 2.
Q: How many universities are there in Denmark?
A:  8
B:  2

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  2
B:  8

Answer:","Random number: 2.
Q: How many universities are there in Denmark?
A:  2
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  3

Answer:","Random number: 3.
Q: How many universities are there in Denmark?
A:  8
B:  3

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  3
B:  8

Answer:","Random number: 3.
Q: How many universities are there in Denmark?
A:  3
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  4

Answer:","Random number: 4.
Q: How many universities are there in Denmark?
A:  8
B:  4

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  4
B:  8

Answer:","Random number: 4.
Q: How many universities are there in Denmark?
A:  4
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  5

Answer:","Random number: 5.
Q: How many universities are there in Denmark?
A:  8
B:  5

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  5
B:  8

Answer:","Random number: 5.
Q: How many universities are there in Denmark?
A:  5
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  6

Answer:","Random number: 6.
Q: How many universities are there in Denmark?
A:  8
B:  6

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  6
B:  8

Answer:","Random number: 6.
Q: How many universities are there in Denmark?
A:  6
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  10

Answer:","Random number: 10.
Q: How many universities are there in Denmark?
A:  8
B:  10

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  10
B:  8

Answer:","Random number: 10.
Q: How many universities are there in Denmark?
A:  10
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  11

Answer:","Random number: 11.
Q: How many universities are there in Denmark?
A:  8
B:  11

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  11
B:  8

Answer:","Random number: 11.
Q: How many universities are there in Denmark?
A:  11
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  12

Answer:","Random number: 12.
Q: How many universities are there in Denmark?
A:  8
B:  12

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  12
B:  8

Answer:","Random number: 12.
Q: How many universities are there in Denmark?
A:  12
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  13

Answer:","Random number: 13.
Q: How many universities are there in Denmark?
A:  8
B:  13

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  13
B:  8

Answer:","Random number: 13.
Q: How many universities are there in Denmark?
A:  13
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  14

Answer:","Random number: 14.
Q: How many universities are there in Denmark?
A:  8
B:  14

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  14
B:  8

Answer:","Random number: 14.
Q: How many universities are there in Denmark?
A:  14
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  15

Answer:","Random number: 15.
Q: How many universities are there in Denmark?
A:  8
B:  15

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  15
B:  8

Answer:","Random number: 15.
Q: How many universities are there in Denmark?
A:  15
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  16

Answer:","Random number: 16.
Q: How many universities are there in Denmark?
A:  8
B:  16

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  16
B:  8

Answer:","Random number: 16.
Q: How many universities are there in Denmark?
A:  16
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  17

Answer:","Random number: 17.
Q: How many universities are there in Denmark?
A:  8
B:  17

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  17
B:  8

Answer:","Random number: 17.
Q: How many universities are there in Denmark?
A:  17
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  18

Answer:","Random number: 18.
Q: How many universities are there in Denmark?
A:  8
B:  18

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  18
B:  8

Answer:","Random number: 18.
Q: How many universities are there in Denmark?
A:  18
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many universities are there in Denmark?
A:  8
B:  19

Answer:","Random number: 19.
Q: How many universities are there in Denmark?
A:  8
B:  19

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,8
"Q: How many universities are there in Denmark?
A:  19
B:  8

Answer:","Random number: 19.
Q: How many universities are there in Denmark?
A:  19
B:  8

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,8
"Q: How many players are there in an American football team?
A:  11
B:  0

Answer:","Random number: 0.
Q: How many players are there in an American football team?
A:  11
B:  0

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  0
B:  11

Answer:","Random number: 0.
Q: How many players are there in an American football team?
A:  0
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  1

Answer:","Random number: 1.
Q: How many players are there in an American football team?
A:  11
B:  1

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  1
B:  11

Answer:","Random number: 1.
Q: How many players are there in an American football team?
A:  1
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  2

Answer:","Random number: 2.
Q: How many players are there in an American football team?
A:  11
B:  2

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  2
B:  11

Answer:","Random number: 2.
Q: How many players are there in an American football team?
A:  2
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  3

Answer:","Random number: 3.
Q: How many players are there in an American football team?
A:  11
B:  3

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  3
B:  11

Answer:","Random number: 3.
Q: How many players are there in an American football team?
A:  3
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  4

Answer:","Random number: 4.
Q: How many players are there in an American football team?
A:  11
B:  4

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  4
B:  11

Answer:","Random number: 4.
Q: How many players are there in an American football team?
A:  4
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  5

Answer:","Random number: 5.
Q: How many players are there in an American football team?
A:  11
B:  5

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  5
B:  11

Answer:","Random number: 5.
Q: How many players are there in an American football team?
A:  5
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  6

Answer:","Random number: 6.
Q: How many players are there in an American football team?
A:  11
B:  6

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  6
B:  11

Answer:","Random number: 6.
Q: How many players are there in an American football team?
A:  6
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  7

Answer:","Random number: 7.
Q: How many players are there in an American football team?
A:  11
B:  7

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  7
B:  11

Answer:","Random number: 7.
Q: How many players are there in an American football team?
A:  7
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  8

Answer:","Random number: 8.
Q: How many players are there in an American football team?
A:  11
B:  8

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  8
B:  11

Answer:","Random number: 8.
Q: How many players are there in an American football team?
A:  8
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  9

Answer:","Random number: 9.
Q: How many players are there in an American football team?
A:  11
B:  9

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  9
B:  11

Answer:","Random number: 9.
Q: How many players are there in an American football team?
A:  9
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  13

Answer:","Random number: 13.
Q: How many players are there in an American football team?
A:  11
B:  13

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  13
B:  11

Answer:","Random number: 13.
Q: How many players are there in an American football team?
A:  13
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  14

Answer:","Random number: 14.
Q: How many players are there in an American football team?
A:  11
B:  14

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  14
B:  11

Answer:","Random number: 14.
Q: How many players are there in an American football team?
A:  14
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  15

Answer:","Random number: 15.
Q: How many players are there in an American football team?
A:  11
B:  15

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  15
B:  11

Answer:","Random number: 15.
Q: How many players are there in an American football team?
A:  15
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  16

Answer:","Random number: 16.
Q: How many players are there in an American football team?
A:  11
B:  16

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  16
B:  11

Answer:","Random number: 16.
Q: How many players are there in an American football team?
A:  16
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  17

Answer:","Random number: 17.
Q: How many players are there in an American football team?
A:  11
B:  17

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  17
B:  11

Answer:","Random number: 17.
Q: How many players are there in an American football team?
A:  17
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  18

Answer:","Random number: 18.
Q: How many players are there in an American football team?
A:  11
B:  18

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  18
B:  11

Answer:","Random number: 18.
Q: How many players are there in an American football team?
A:  18
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  19

Answer:","Random number: 19.
Q: How many players are there in an American football team?
A:  11
B:  19

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  19
B:  11

Answer:","Random number: 19.
Q: How many players are there in an American football team?
A:  19
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  20

Answer:","Random number: 20.
Q: How many players are there in an American football team?
A:  11
B:  20

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  20
B:  11

Answer:","Random number: 20.
Q: How many players are there in an American football team?
A:  20
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  21

Answer:","Random number: 21.
Q: How many players are there in an American football team?
A:  11
B:  21

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  21
B:  11

Answer:","Random number: 21.
Q: How many players are there in an American football team?
A:  21
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many players are there in an American football team?
A:  11
B:  22

Answer:","Random number: 22.
Q: How many players are there in an American football team?
A:  11
B:  22

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,11
"Q: How many players are there in an American football team?
A:  22
B:  11

Answer:","Random number: 22.
Q: How many players are there in an American football team?
A:  22
B:  11

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,11
"Q: How many years was the longest rule of a monarch?
A:  72
B:  61

Answer:","Random number: 61.
Q: How many years was the longest rule of a monarch?
A:  72
B:  61

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,72
"Q: How many years was the longest rule of a monarch?
A:  61
B:  72

Answer:","Random number: 61.
Q: How many years was the longest rule of a monarch?
A:  61
B:  72

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,72
"Q: How many years was the longest rule of a monarch?
A:  72
B:  62

Answer:","Random number: 62.
Q: How many years was the longest rule of a monarch?
A:  72
B:  62

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,72
"Q: How many years was the longest rule of a monarch?
A:  62
B:  72

Answer:","Random number: 62.
Q: How many years was the longest rule of a monarch?
A:  62
B:  72

Answer:","[' A', ' B']",1,True,1,0,False,True,unit,72
"Q: How many years was the longest rule of a monarch?
A:  72
B:  63

Answer:","Random number: 63.
Q: How many years was the longest rule of a monarch?
A:  72
B:  63

Answer:","[' A', ' B']",0,True,1,0,False,False,unit,72
